Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Moeda,Valor_anuncio,Tipo_anuncio,Valor_anuncio_float
Alameda dos Apetupás,Planalto Paulista,São Paulo,400,3,5,4,R$ 4.200.000,R$,4.200.000,,4200000.0
Rua Cláudio Rossi,Jardim da Glória,São Paulo,393,4,6,4,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Vieira de Melo,Jardim Virginia Bianca,São Paulo,100,3,1,1,R$ 460.000,R$,460.000,,460000.0
Rua David Eid,Vila do Castelo,São Paulo,177,3,4,2,R$ 590.000,R$,590.000,,590000.0
Rua José Ubaldo Lomônaco,Jardim da Glória,São Paulo,145,3,4,2,R$ 1.350.000,R$,1.350.000,,1350000.0
Rua das Hortênsias,Mirandópolis,São Paulo,170,3,4,2,R$ 936.000,R$,936.000,,936000.0
"Rua Rudi Schaly, 175 ",Vila Fiat Lux,São Paulo,250,3,6,4,R$ 957.000,R$,957.000,,957000.0
Avenida Ceci,Planalto Paulista,São Paulo,210,3,4,4,R$ 1.995.000,R$,1.995.000,,1995000.0
"Avenida Raimundo Pereira de Magalhães, 4123 ",Jardim Íris,São Paulo,280,4,3,4,R$ 980.000,R$,980.000,,980000.0
Rua Mangaratiba,Vila Santo Antônio,São Paulo,140,3,3,3,R$ 1.000.000,R$,1.000.000,,1000000.0
"Rua Virgílio de Barros Toledo, 29 ",Jardim D'Abril,São Paulo,120,3,2,5,R$ 350.000,R$,350.000,,350000.0
Rua Turquia,Jardim Europa,São Paulo,760,3,1,5,R$ 13.900.000,R$,13.900.000,,13900000.0
"Rua Tibiriçá, 100 ",Brooklin Paulista,São Paulo,260,3,4,3,R$ 1.730.000,R$,1.730.000,,1730000.0
Rua Franklin Magalhães,Vila Santa Catarina,São Paulo,176,3,3,2,R$ 750.000,R$,750.000,,750000.0
,Vila da Saúde,São Paulo,163,4,5,3,R$ 900.000,R$,900.000,,900000.0
Rua Kansas,Brooklin Paulista,São Paulo,95,2,4,2,R$ 800.000,R$,800.000,,800000.0
Rua Marcos Fernandes,Jardim da Saúde,São Paulo,110,3,1,5,R$ 913.900,R$,913.900,,913900.0
Rua Francisco Dias Velho,Vila Cordeiro,São Paulo,149,3,6,2,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua General Raposo,Vila Clementino,São Paulo,240,3,3,6,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Jacarezinho,Jardins,São Paulo,1200,6,7,8,R$ 19.800.000,R$,19.800.000,,19800000.0
Rua Artur Dias,Bosque da Saúde,São Paulo,230,3,3,2,R$ 955.000,R$,955.000,,955000.0
,Vila Campo Grande,São Paulo,70,2,1,1,R$ 428.000,R$,428.000,,428000.0
Rua Heitor de Morais,Pacaembu,São Paulo,700,4,4,6,R$ 5.000.000,R$,5.000.000,,5000000.0
,Vila Brasílio Machado,São Paulo,147,3,1,2,R$ 1.190.000,R$,1.190.000,,1190000.0
"Rua Francisco Retti, , 500 ",Vila Oratório,São Paulo,90,2,2,1,R$ 430.000,R$,430.000,,430000.0
"Rodovia Raposo Tavares, 615 ",Jardim Boa Vista (Zona Oeste),São Paulo,220,3,2,2,R$ 630.000,R$,630.000,,630000.0
,Chácara Inglesa,São Paulo,100,3,2,1,R$ 519.800,R$,519.800,,519800.0
,Jardim Paulistano,São Paulo,300,4,3,4,R$ 3.300.000,R$,3.300.000,,3300000.0
"Rua Orlando Malagoli, 77 ",Rio Pequeno,São Paulo,80,2,2,1,R$ 260.000,R$,260.000,,260000.0
Rua Cecília Bonilha,Vila Bonilha Nova,São Paulo,193,3,3,5,R$ 749.870,R$,749.870,,749870.0
,Vila Bancária Munhoz,São Paulo,180,3,3,5,R$ 710.000,R$,710.000,,710000.0
"Alameda dos Auetis, 300 ",Planalto Paulista,São Paulo,390,4,4,5,R$ 2.300.000,R$,2.300.000,,2300000.0
"Rua Moncorvo Filho, 297 ",Butantã,São Paulo,380,6,3,5,R$ 2.690.000,R$,2.690.000,,2690000.0
"Rua José Guilherme Guimarães Pedroso, 65 ",Vila Campo Grande,São Paulo,149,5,3,6,R$ 570.000,R$,570.000,,570000.0
,Vila Gumercindo,São Paulo,180,3,5,4,R$ 1.350.000,R$,1.350.000,,1350000.0
"Rua José Renato Pantoja, 0 ",Lar São Paulo,São Paulo,240,3,4,2,R$ 1.484.000,R$,1.484.000,,1484000.0
Rua Caçador de Esmeraldas,Vila São José (Ipiranga),São Paulo,160,2,2,2,R$ 798.000,R$,798.000,,798000.0
"Rua Cicanta, 0 ",Jardim Umarizal,São Paulo,210,3,2,2,R$ 954.000,R$,954.000,,954000.0
,Vila Madalena,São Paulo,385,7,5,6,R$ 2.900.000,R$,2.900.000,,2900000.0
,Vila Campo Grande,São Paulo,125,3,1,2,R$ 470.000,R$,470.000,,470000.0
Rua Almirante Soares Dutra,Morumbi,São Paulo,499,4,8,5,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Dom Silvério Pimenta,Vila Gumercindo,São Paulo,90,2,2,2,R$ 720.000,R$,720.000,,720000.0
Rua Francisco Teles Dourado,Jardim Prudência,São Paulo,150,3,3,2,R$ 700.000,R$,700.000,,700000.0
Rua José Marti,Jardim da Saúde,São Paulo,240,3,3,3,R$ 1.011.000,R$,1.011.000,,1011000.0
Rua Aurelia Perez Alvarez,Jardim dos Estados,São Paulo,355,3,6,4,R$ 3.540.100,R$,3.540.100,,3540100.0
,Vila Olímpia,São Paulo,200,3,3,2,R$ 2.900.000,R$,2.900.000,,2900000.0
Rua Chiquiais,Parque Vitória,São Paulo,130,3,4,3,R$ 750.000,R$,750.000,,750000.0
,Cidade Antônio Estevão de Carvalho,São Paulo,55,2,1,1,R$ 320.000,R$,320.000,,320000.0
,Bosque da Saúde,São Paulo,240,3,1,4,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,125,3,5,4,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,80,2,2,1,R$ 570.000,R$,570.000,,570000.0
Rua Conceição de Monte Alegre,Cidade Monções,São Paulo,95,2,2,1,R$ 636.000,R$,636.000,,636000.0
Rua Bandim,Boaçava,São Paulo,530,4,5,7,R$ 4.100.000,R$,4.100.000,,4100000.0
Rua Afonso Celso,Vila Mariana,São Paulo,180,3,4,2,R$ 1.198.000,R$,1.198.000,,1198000.0
Rua Rio do Peixe,Vila Lúcia,São Paulo,107,3,3,2,R$ 720.000,R$,720.000,,720000.0
Rua Princesa Isabel,Brooklin,São Paulo,80,3,2,2,R$ 1.250.000,R$,1.250.000,,1250000.0
Rua Sousa Ramos,Vila Mariana,São Paulo,280,3,5,5,R$ 1.650.000,R$,1.650.000,,1650000.0
Rua Tomé Portes,Brooklin Paulista,São Paulo,401,4,3,5,R$ 1.850.000,R$,1.850.000,,1850000.0
Rua Alberto Leal,Jabaquara,São Paulo,150,2,1,2,R$ 480.000,R$,480.000,,480000.0
Rua Jamboaçu,Vila Nair,São Paulo,124,2,2,3,R$ 649.999,R$,649.999,,649999.0
"Rua Costa Aguiar, , 2220 ",Ipiranga,São Paulo,248,3,2,4,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Eva Bloch,Bosque da Saúde,São Paulo,200,4,3,4,R$ 1.500.000,R$,1.500.000,,1500000.0
,Alto da Lapa,São Paulo,330,4,3,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua das Mangueiras,Vila Santo Estéfano,São Paulo,194,2,2,2,R$ 420.000,R$,420.000,,420000.0
Rua També,Jardim Guedala,São Paulo,544,4,8,10,R$ 8.000.000,R$,8.000.000,,8000000.0
Rua Bernardino de Campos,Campo Belo,São Paulo,345,3,6,5,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Aracuã,Vila Brasílio Machado,São Paulo,110,3,3,2,R$ 650.000,R$,650.000,,650000.0
"Rua José Alves de Almeida, 0 ",Jardim Celeste,São Paulo,167,3,2,6,R$ 750.000,R$,750.000,,750000.0
,Planalto Paulista,São Paulo,155,3,4,3,R$ 770.000,R$,770.000,,770000.0
,Vila Maria Alta,São Paulo,390,7,6,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Bernardino de Campos,Campo Belo,São Paulo,125,3,4,2,R$ 995.000,R$,995.000,,995000.0
Rua Laplace,Brooklin,São Paulo,430,3,1,4,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Corneteiro de Jesus,Água Fria,São Paulo,174,3,3,2,R$ 1.250.000,R$,1.250.000,,1250000.0
Rua Alfredo Silveira,Jardim Catarina,São Paulo,146,2,2,1,R$ 400.000,R$,400.000,,400000.0
"Rua Manajeru, 204 ",Vila Isolina Mazzei,São Paulo,120,3,3,2,R$ 740.000,R$,740.000,,740000.0
Rua Marechal Bina Machado,Jardim Marajoara,São Paulo,220,3,4,3,R$ 1.530.000,R$,1.530.000,,1530000.0
Rua Virgínia,Vila Carrão,São Paulo,76,3,1,3,R$ 420.000,R$,420.000,,420000.0
Rua dos Cafezais,Vila Santa Catarina,São Paulo,117,3,3,3,R$ 870.000,R$,870.000,,870000.0
Rua Augusto Perroni,Conjunto Residencial Butantã,São Paulo,100,3,2,2,R$ 685.000,R$,685.000,,685000.0
"Rua Dona Elisa Pereira de Barros, 50 ",Jardim Europa,São Paulo,707,4,10,6,R$ 8.500.000,R$,8.500.000,,8500000.0
Avenida Comendador Adibo Ares,Morumbi,São Paulo,1000,5,8,6,R$ 3.350.000,R$,3.350.000,,3350000.0
Rua També,Jardim Guedala,São Paulo,461,3,6,4,R$ 3.895.000,R$,3.895.000,,3895000.0
Rua Maria Leonete da Silva Nóbrega,Vila Ida,São Paulo,270,4,5,4,R$ 1.950.000,R$,1.950.000,,1950000.0
Rua Melo Morais Filho,Jardim Guedala,São Paulo,545,4,5,6,R$ 8.500.000,R$,8.500.000,,8500000.0
"Rua São Roque, , 480 ",Vila Tolstoi,São Paulo,250,4,2,2,R$ 650.000,R$,650.000,,650000.0
Avenida Sargento Geraldo Sant'Ana,Jardim Taquaral,São Paulo,250,2,1,2,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Lord Cockrane,Ipiranga,São Paulo,350,4,4,8,R$ 1.750.000,R$,1.750.000,,1750000.0
Rua Itaóca,Chácara Inglesa,São Paulo,195,3,4,2,R$ 1.300.000,R$,1.300.000,,1300000.0
,Vila Ponte Rasa,São Paulo,90,2,1,3,R$ 400.000,R$,400.000,,400000.0
Rua Sousa Ramos,Vila Mariana,São Paulo,220,3,3,6,R$ 2.400.000,R$,2.400.000,,2400000.0
Rua Tenente Nércio Leoni,Vila Dalva,São Paulo,360,2,3,2,R$ 650.000,R$,650.000,,650000.0
Rua Rubi,Aclimação,São Paulo,1500,4,2,6,R$ 5.000.000,R$,5.000.000,,5000000.0
"Rua Pacobá, 3773",,São Paulo,1009,5,6,10,R$ 6.400.000,R$,6.400.000,,6400000.0
Avenida Amarilis,Cidade Jardim,São Paulo,840,4,7,8,R$ 5.899.900,R$,5.899.900,,5899900.0
,Chácara Monte Alegre,São Paulo,425,3,4,5,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Colatino Marques,Jardim Paulista,São Paulo,305,4,3,3,R$ 4.650.000,R$,4.650.000,,4650000.0
Rua Coronel Luís Alves,Vila Mariana,São Paulo,305,3,3,2,R$ 1.700.000,R$,1.700.000,,1700000.0
Rua Brazópolis,Jardim Jaú (Zona Leste),São Paulo,184,2,1,2,R$ 450.000,R$,450.000,,450000.0
,Jardim Guanca,São Paulo,185,4,2,3,R$ 750.000,R$,750.000,,750000.0
Rua Pirituba,Mirandópolis,São Paulo,174,3,2,3,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua dos Caciques,Vila da Saúde,São Paulo,140,3,3,2,R$ 650.000,R$,650.000,,650000.0
,Jardim Paulista,São Paulo,420,4,6,3,R$ 8.690.000,R$,8.690.000,,8690000.0
Rua Marcos Fernandes,Jardim da Saúde,São Paulo,115,3,1,5,R$ 913.900,R$,913.900,,913900.0
"Rua Simão de Toledo Piza, , 396 ",Vila Libanesa,São Paulo,90,2,2,1,R$ 430.000,R$,430.000,,430000.0
"Rua Francisco Gil de Araújo, 94 ",Jardim Lourdes,São Paulo,200,3,1,2,R$ 400.000,R$,400.000,,400000.0
Rua Josimar Moreira de Melo,Jardim da Glória,São Paulo,298,4,4,5,R$ 1.950.000,R$,1.950.000,,1950000.0
"Rua Ponta Porã, 361 ",Vila Ipojuca,São Paulo,252,3,1,3,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Almirante Soares Dutra,Morumbi,São Paulo,558,4,7,8,R$ 4.800.000,R$,4.800.000,,4800000.0
,Jardim América,São Paulo,755,2,2,7,R$ 14.900.000,R$,14.900.000,,14900000.0
,Engenheiro Goulart,São Paulo,150,3,3,2,R$ 290.000,R$,290.000,,290000.0
Rua Gregório Lopes,Parque Mandaqui,São Paulo,280,3,5,8,R$ 1.250.000,R$,1.250.000,,1250000.0
Praça Paul Harris,Indianópolis,São Paulo,592,5,6,6,R$ 5.500.000,R$,5.500.000,,5500000.0
,Jardim da Glória,São Paulo,440,3,6,4,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Doutor Manoel Maria Tourinho,Pacaembu,São Paulo,500,5,5,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua Pedrolândia,Vila Pedra Branca,São Paulo,169,3,4,2,R$ 705.000,R$,705.000,,705000.0
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,233,3,5,5,R$ 2.300.000,R$,2.300.000,,2300000.0
,Alto de Pinheiros,São Paulo,461,7,6,7,R$ 2.650.000,R$,2.650.000,,2650000.0
,Vila Brasilina,São Paulo,99,2,1,2,R$ 440.000,R$,440.000,,440000.0
,Pinheiros,São Paulo,420,4,7,6,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Alcindo Bueno de Assis,Barro Branco (Zona Norte),São Paulo,350,3,4,4,R$ 2.300.000,R$,2.300.000,,2300000.0
,Tremembé,São Paulo,106,3,3,2,R$ 650.000,R$,650.000,,650000.0
Rua Sebastião Rodrigues,Alto de Pinheiros,São Paulo,145,3,2,2,R$ 2.150.000,R$,2.150.000,,2150000.0
Rua Moreira Cardoso,Jardim Aeroporto,São Paulo,215,3,3,5,R$ 1.100.000,R$,1.100.000,,1100000.0
,Granja Julieta,São Paulo,436,4,7,3,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Paramu,Vila Bela,São Paulo,150,4,2,2,R$ 430.000,R$,430.000,,430000.0
"Rua Nilo Torres, 26 ",Jardim Umuarama,São Paulo,148,3,3,2,R$ 799.000,R$,799.000,,799000.0
Rua Benito Juarez,Vila Mariana,São Paulo,166,3,2,4,R$ 1.650.000,R$,1.650.000,,1650000.0
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1428,4,5,10,R$ 4.500.000,R$,4.500.000,,4500000.0
Avenida Ceci,Planalto Paulista,São Paulo,215,3,4,4,R$ 1.995.000,R$,1.995.000,,1995000.0
"Avenida Raimundo Pereira de Magalhães, 4123 ",Jardim Íris,São Paulo,285,4,3,4,R$ 980.000,R$,980.000,,980000.0
Rua Mangaratiba,Vila Santo Antônio,São Paulo,145,3,3,3,R$ 1.000.000,R$,1.000.000,,1000000.0
"Rua Virgílio de Barros Toledo, 29 ",Jardim D'Abril,São Paulo,125,3,2,5,R$ 350.000,R$,350.000,,350000.0
Rua Turquia,Jardim Europa,São Paulo,765,3,1,5,R$ 13.900.000,R$,13.900.000,,13900000.0
"Rua Tibiriçá, 100 ",Brooklin Paulista,São Paulo,265,3,4,3,R$ 1.730.000,R$,1.730.000,,1730000.0
Rua Franklin Magalhães,Vila Santa Catarina,São Paulo,181,3,3,2,R$ 750.000,R$,750.000,,750000.0
,Vila da Saúde,São Paulo,168,4,5,3,R$ 900.000,R$,900.000,,900000.0
Rua Kansas,Brooklin Paulista,São Paulo,100,2,4,2,R$ 800.000,R$,800.000,,800000.0
Rua Marcos Fernandes,Jardim da Saúde,São Paulo,115,3,1,5,R$ 913.900,R$,913.900,,913900.0
Rua Francisco Dias Velho,Vila Cordeiro,São Paulo,154,3,6,2,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua General Raposo,Vila Clementino,São Paulo,245,3,3,6,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Jacarezinho,Jardins,São Paulo,1205,6,7,8,R$ 19.800.000,R$,19.800.000,,19800000.0
Rua Artur Dias,Bosque da Saúde,São Paulo,235,3,3,2,R$ 955.000,R$,955.000,,955000.0
,Vila Campo Grande,São Paulo,75,2,1,1,R$ 428.000,R$,428.000,,428000.0
Alameda dos Tacaúnas,Planalto Paulista,São Paulo,1300,5,4,20,R$ 8.000.000,R$,8.000.000,,8000000.0
"Rua Holanda, 192 ",Jardim Europa,São Paulo,720,5,10,8,R$ 13.499.900,R$,13.499.900,,13499900.0
Rua Dom Miguel Costa,Vila Gumercindo,São Paulo,180,3,5,3,R$ 870.000,R$,870.000,,870000.0
Rua Santos Dumont,Jardim Petrópolis,São Paulo,459,6,6,4,R$ 2.840.000,R$,2.840.000,,2840000.0
"Travessa Manoel Theodoro dos Santos, 0 ",Rio Pequeno,São Paulo,200,3,2,6,R$ 770.000,R$,770.000,,770000.0
Rua Catumbi,Catumbi,São Paulo,120,3,3,1,R$ 640.000,R$,640.000,,640000.0
Rua Rino Levi,Jardim da Glória,São Paulo,270,4,4,5,R$ 2.750.000,R$,2.750.000,,2750000.0
"Rua Martim Pescador, 124 ",Tatuapé,São Paulo,94,2,1,1,R$ 750.000,R$,750.000,,750000.0
"Rua Xiririca, 000 ",Vila Carrão,São Paulo,160,3,4,2,R$ 640.000,R$,640.000,,640000.0
,Vila Monumento,São Paulo,250,2,1,2,R$ 960.000,R$,960.000,,960000.0
,Mooca,São Paulo,316,3,3,12,R$ 2.000.000,R$,2.000.000,,2000000.0
Rua Pestana,Vila Guaca,São Paulo,10,3,2,2,R$ 800.000,R$,800.000,,800000.0
,Jardim Europa,São Paulo,800,4,7,6,R$ 11.980.000,R$,11.980.000,,11980000.0
Avenida Antônio de Souza Noschese,Parque Continental,São Paulo,250,4,4,4,R$ 1.171.000,R$,1.171.000,,1171000.0
Rua dos Comerciários,Cidade Vargas,São Paulo,370,2,2,5,R$ 1.000.000,R$,1.000.000,,1000000.0
Rua Blumenau,Vila Leopoldina,São Paulo,125,3,3,2,R$ 700.000,R$,700.000,,700000.0
Rua Vitorino de Morais,Chácara Santo Antônio (Zona Sul),São Paulo,260,4,4,2,R$ 1.400.000,R$,1.400.000,,1400000.0
Rua Santa Teresa de Jesus,Vila Santa Terezinha (Zona Norte),São Paulo,90,2,1,2,R$ 850.000,R$,850.000,,850000.0
,Chácara Inglesa,São Paulo,105,3,2,1,R$ 519.800,R$,519.800,,519800.0
,Jardim Paulistano,São Paulo,305,4,3,4,R$ 3.300.000,R$,3.300.000,,3300000.0
"Rua Orlando Malagoli, 77 ",Rio Pequeno,São Paulo,85,2,2,1,R$ 260.000,R$,260.000,,260000.0
Rua Cecília Bonilha,Vila Bonilha Nova,São Paulo,198,3,3,5,R$ 749.870,R$,749.870,,749870.0
,Vila Bancária Munhoz,São Paulo,185,3,3,5,R$ 710.000,R$,710.000,,710000.0
"Alameda dos Auetis, 300 ",Planalto Paulista,São Paulo,395,4,4,5,R$ 2.300.000,R$,2.300.000,,2300000.0
"Rua Moncorvo Filho, 297 ",Butantã,São Paulo,385,6,3,5,R$ 2.690.000,R$,2.690.000,,2690000.0
,Butantã,São Paulo,178,2,1,2,R$ 850.000,R$,850.000,,850000.0
Rua Monte Alegre,Perdizes,São Paulo,280,3,5,4,R$ 2.350.000,R$,2.350.000,,2350000.0
"Rua José Guilherme Guimarães Pedroso, 65 ",Vila Campo Grande,São Paulo,154,5,3,6,R$ 570.000,R$,570.000,,570000.0
,Vila Gumercindo,São Paulo,185,3,5,4,R$ 1.350.000,R$,1.350.000,,1350000.0
"Rua José Renato Pantoja, 0 ",Lar São Paulo,São Paulo,245,3,4,2,R$ 1.484.000,R$,1.484.000,,1484000.0
Rua Caçador de Esmeraldas,Vila São José (Ipiranga),São Paulo,165,2,2,2,R$ 798.000,R$,798.000,,798000.0
"Rua Cicanta, 0 ",Jardim Umarizal,São Paulo,215,3,2,2,R$ 954.000,R$,954.000,,954000.0
,Vila Madalena,São Paulo,385,7,5,6,R$ 2.900.000,R$,2.900.000,,2900000.0
,Vila Campo Grande,São Paulo,130,3,1,2,R$ 470.000,R$,470.000,,470000.0
Rua Almirante Soares Dutra,Morumbi,São Paulo,504,4,8,5,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Dom Silvério Pimenta,Vila Gumercindo,São Paulo,95,2,2,2,R$ 720.000,R$,720.000,,720000.0
Rua Francisco Teles Dourado,Jardim Prudência,São Paulo,155,3,3,2,R$ 700.000,R$,700.000,,700000.0
Rua José Marti,Jardim da Saúde,São Paulo,245,3,3,3,R$ 1.011.000,R$,1.011.000,,1011000.0
Rua Aurelia Perez Alvarez,Jardim dos Estados,São Paulo,360,3,6,4,R$ 3.540.100,R$,3.540.100,,3540100.0
,Vila Olímpia,São Paulo,205,3,3,2,R$ 2.900.000,R$,2.900.000,,2900000.0
Rua Chiquiais,Parque Vitória,São Paulo,135,3,4,3,R$ 750.000,R$,750.000,,750000.0
,Cidade Antônio Estevão de Carvalho,São Paulo,60,2,1,1,R$ 320.000,R$,320.000,,320000.0
,Bosque da Saúde,São Paulo,245,3,1,4,R$ 1.900.000,R$,1.900.000,,1900000.0
Rua Rodrigo Vieira,Jardim Vila Mariana,São Paulo,130,3,5,4,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,85,2,2,1,R$ 570.000,R$,570.000,,570000.0
Rua Conceição de Monte Alegre,Cidade Monções,São Paulo,100,2,2,1,R$ 636.000,R$,636.000,,636000.0
Rua Bandim,Boaçava,São Paulo,535,4,5,7,R$ 4.100.000,R$,4.100.000,,4100000.0
Rua Afonso Celso,Vila Mariana,São Paulo,185,3,4,2,R$ 1.198.000,R$,1.198.000,,1198000.0
Rua Rio do Peixe,Vila Lúcia,São Paulo,112,3,3,2,R$ 720.000,R$,720.000,,720000.0
Rua Princesa Isabel,Brooklin,São Paulo,85,3,2,2,R$ 1.250.000,R$,1.250.000,,1250000.0
Rua Sousa Ramos,Vila Mariana,São Paulo,285,3,5,5,R$ 1.650.000,R$,1.650.000,,1650000.0
Rua Tomé Portes,Brooklin Paulista,São Paulo,406,4,3,5,R$ 1.850.000,R$,1.850.000,,1850000.0
Rua Alberto Leal,Jabaquara,São Paulo,155,2,1,2,R$ 480.000,R$,480.000,,480000.0
"Rua Ludovico Ariosto, 246 ",Cidade dos Bandeirantes,São Paulo,159,4,4,2,R$ 680.000,R$,680.000,,680000.0
Rua Caraúna,Vila Madalena,São Paulo,632,4,5,5,R$ 7.000.000,R$,7.000.000,,7000000.0
Rua Burgos,Parque Sevilha,São Paulo,100,3,2,2,R$ 650.000,R$,650.000,,650000.0
,Jardim Tremembe,São Paulo,155,3,3,2,R$ 825.000,R$,825.000,,825000.0
"Rua Tejupá, 52 ",Vila Babilônia,São Paulo,120,3,2,2,R$ 630.000,R$,630.000,,630000.0
Rua Victória Simionato,Vila Paranaguá,São Paulo,45,1,1,1,R$ 160.000,R$,160.000,,160000.0
Rua Guaratuba,Vila Guarani (Z Sul),São Paulo,150,3,2,1,R$ 900.000,R$,900.000,,900000.0
"Rua Dona Maria Cândida de Lima, 133 ",Vila Paulo Silas,São Paulo,320,5,3,4,R$ 520.000,R$,520.000,,520000.0
"Avenida Ouro Verde de Minas, 1948 ",Jardim Imperador (Zona Leste),São Paulo,292,1,1,4,R$ 646.761,R$,646.761,,646761.0
,Santo Amaro,São Paulo,95,3,2,6,R$ 1.180.000,R$,1.180.000,,1180000.0
,Vila Mascote,São Paulo,190,3,3,2,R$ 920.000,R$,920.000,,920000.0
,Vila Bela,São Paulo,36,2,1,1,R$ 200.000,R$,200.000,,200000.0
"Rua Bertioga, 493 ",Chácara Inglesa,São Paulo,103,2,1,1,R$ 720.001,R$,720.001,,720001.0
Rua Luís Pinto,Vila Carrão,São Paulo,100,3,3,2,R$ 590.000,R$,590.000,,590000.0
,Butantã,São Paulo,250,4,2,8,R$ 1.350.000,R$,1.350.000,,1350000.0
Rua Luiz Bianconi,Jardim Ana Maria,São Paulo,293,3,2,5,R$ 1.010.000,R$,1.010.000,,1010000.0
Rua Vitório Trevillato,Vila Santana,São Paulo,100,3,3,2,R$ 614.800,R$,614.800,,614800.0
Rua Campos Novos,Vila Lúcia,São Paulo,200,4,4,2,R$ 1.265.000,R$,1.265.000,,1265000.0
Rua Maria Curupaiti,Vila Ester (Zona Norte),São Paulo,109,3,3,1,R$ 800.000,R$,800.000,,800000.0
Rua Sílvia Celeste de Campos,Alto de Pinheiros,São Paulo,660,5,5,6,R$ 15.000.000,R$,15.000.000,,15000000.0
Rua Japira,Jardim Franca,São Paulo,151,3,3,10,R$ 1.500.000,R$,1.500.000,,1500000.0
"Rua Osvaldo Nevola, 637 ",Jardim Tietê,São Paulo,200,4,4,3,R$ 380.000,R$,380.000,,380000.0
,Jardim Vila Formosa,São Paulo,90,2,1,1,R$ 430.000,R$,430.000,,430000.0
Rua Theodor Herzi,Perdizes,São Paulo,500,3,2,4,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Vitor Costa,Bosque da Saúde,São Paulo,211,3,4,2,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Márcio Humberto Gandolpho,Imirim,São Paulo,80,2,1,2,R$ 500.000,R$,500.000,,500000.0
Rua Demóstenes,Campo Belo,São Paulo,258,3,2,4,R$ 1.950.000,R$,1.950.000,,1950000.0
Avenida Itacira,Planalto Paulista,São Paulo,260,3,5,2,R$ 850.000,R$,850.000,,850000.0
Rua Padre Marchetti,Ipiranga,São Paulo,145,2,2,1,R$ 550.000,R$,550.000,,550000.0
,Jardim Campo Grande,São Paulo,204,4,2,3,R$ 1.299.000,R$,1.299.000,,1299000.0
,Jardim Nice,São Paulo,70,2,1,1,R$ 340.000,R$,340.000,,340000.0
Rua Dom Vilares,Vila das Mercês,São Paulo,100,3,3,2,R$ 530.000,R$,530.000,,530000.0
Rua Caquito,Vila São Geraldo,São Paulo,120,2,2,1,R$ 600.000,R$,600.000,,600000.0
Rua Gil Fernandes,Bosque da Saúde,São Paulo,260,4,6,5,R$ 1.980.000,R$,1.980.000,,1980000.0
,Engenheiro Goulart,São Paulo,155,3,3,2,R$ 290.000,R$,290.000,,290000.0
Rua Gregório Lopes,Parque Mandaqui,São Paulo,285,3,5,8,R$ 1.250.000,R$,1.250.000,,1250000.0
Praça Paul Harris,Indianópolis,São Paulo,597,5,6,6,R$ 5.500.000,R$,5.500.000,,5500000.0
,Jardim da Glória,São Paulo,445,3,6,4,R$ 2.700.000,R$,2.700.000,,2700000.0
Rua Doutor Manoel Maria Tourinho,Pacaembu,São Paulo,500,5,5,4,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua Pedrolândia,Vila Pedra Branca,São Paulo,174,3,4,2,R$ 705.000,R$,705.000,,705000.0
Rua Maestro Antão Fernandes,Jardim São Bento,São Paulo,238,3,5,5,R$ 2.300.000,R$,2.300.000,,2300000.0
,Alto de Pinheiros,São Paulo,466,7,6,7,R$ 2.650.000,R$,2.650.000,,2650000.0
,Vila Brasilina,São Paulo,104,2,1,2,R$ 440.000,R$,440.000,,440000.0
,Pinheiros,São Paulo,425,4,7,6,R$ 3.800.000,R$,3.800.000,,3800000.0
